companyName,createdOn,expiresOn,imageLink,jobDescription,jobLink,location,opportunityDate,requiredExperience,role,updatedOn 
Cricbuzz,12-01-2022T09:28:27+0000UTC,11-02-2022T09:28:27+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/cricbuzz.png,"{""raw"": ""<p>Bengaluru, India</p><p>Cricbuzz is looking for experienced front-end developers who can help create the best cricket experience for desktop and mobile web users.</p><p><strong>Responsibilities</strong></p><ul><li>Build scalable, responsive, optimized, and elegant web user experiences using the latest standards and best practices in HTML5, CSS, and JS.</li><li>Ownership of all front-end development, including code structure, style guides, testing, etc.</li><li>Improve the quality, performance, and stability of the front-end codebase.</li><li>Work closely with product management, design, development, and sales teams to create new features and refine existing ones.</li><li>Build reusable code for future use.</li><li>Make sure web pages are optimized for the best speed and scalability.</li></ul><p><strong>Requirements</strong></p><ul><li>1-3 years of front-end development experience.</li><li>Be proficient in coding languages such as HTML, CSS, JavaScript, JQuery, and AngularJS experience.</li><li>Experience with CSS preprocessors such as SASS, LESS, etc.</li><li>Understanding of mobile development best practices (responsive design, progressive enhancement, graceful degradation, etc).</li><li>Understanding the principles of SEO.</li><li>Good problem-solving skills.<br />\u00a0</li></ul><hr />",https://www.cricbuzz.com/careers/4/front-end-developer?source=techmaestro,BENGALURU,18-02-2022T21:40:41,"Min Experience : 1,Max Experience : 3",Frontend developer,12-01-2022T09:28:27+0000UTC
LinkedIn,11-01-2022T11:52:12+0000UTC,10-02-2022T11:52:12+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/linkedin.svg,"<h4><span style=\""background-color:rgb(255,255,255)\"">Responsibilities</span></h4><ul><li><span style=\""background-color:rgb(255,255,255)\"">Work directly with engineers and partners to refine and breakdown product requirements</span></li><li><span style=\""background-color:rgb(255,255,255)\"">Collaborate closely with engineers, and product owners across different teams to design and create comprehensive end-to-end solutions and delightful user experiences.</span></li><li><span style=\""background-color:rgb(255,255,255)\"">Act like an owner by creating, maintaining, and improving code with pride of ownership</span></li><li><span style=\""background-color:rgb(255,255,255)\"">Become well versed in LinkedIn core technologies and processes.</span></li></ul><h4><span style=\""background-color:rgb(255,255,255)\"">Basic Qualifications</span></h4><ul><li><span style=\""background-color:rgb(255,255,255)\"">BS, MS, or Ph.D. in Computer Science or related engineering experience.</span></li><li><span style=\""background-color:rgb(255,255,255)\"">2+ years of relevant industry experience on client-side technologies/frameworks</span></li></ul><h4><span style=\""background-color:rgb(255,255,255)\"">Preferred Qualifications</span></h4><ul><li><span style=\""background-color:rgb(255,255,255)\"">Experienced with an Agile software development</span></li><li><span style=\""background-color:rgb(255,255,255)\"">Experience with frameworks/libraries (React) and client side technologies (JavaScript, HTML5, CSS)</span></li><li><span style=\""background-color:rgb(255,255,255)\"">Knowledge of (and a passion for) current trends and best practices in frontend architecture, including performance, accessibility, and usability.</span></li><li><span style=\""background-color:rgb(255,255,255)\"">Experienced in Unit / Integration / Visual Testing.</span></li><li><span style=\""background-color:rgb(255,255,255)\"">Excellent written and oral communications .</span></li><li><span style=\""background-color:rgb(255,255,255)\"">Ability to work with partner teams in different time zones</span><br />\u00a0</li></ul><hr />",https://www.linkedin.com/jobs/view/2870003888?source=techmaestro,BENGALURU,18-02-2022T21:40:42,Min Experience : 2,Software Engineer-UI,11-01-2022T11:52:12+0000UTC
Sap Labs,11-01-2022T11:47:22+0000UTC,10-02-2022T11:47:22+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/sap-labs.svg,"<h4><span style=\""font-family:Arial, Helvetica, sans-serif\"">Summary and Role Information</span></h4><ul><li><span style=\""font-family:Arial, Helvetica, sans-serif\"">Learn &amp; Develop highly performant and reusable software using Java concepts and technologies.</span></li><li><span style=\""font-family:Arial, Helvetica, sans-serif\"">Be efficient in writing code with a strong focus on quality and completeness. Document, automatically test and deploy the software using continuous integration pipelines, etc.</span></li><li><span style=\""font-family:Arial, Helvetica, sans-serif\"">Be an excellent Team player &amp; Learn, contribute, improve and innovate</span></li><li><span style=\""font-family:Arial, Helvetica, sans-serif\"">Work closely with the scrum team and other key stakeholders.</span></li><li><span style=\""font-family:Arial, Helvetica, sans-serif\"">Be Flexible in Technology and Domain to adapt to the advances in technology.</span></li><li><span style=\""font-family:Arial, Helvetica, sans-serif\"">Be an excellent Team player and work in a team that uses agile development methods and continuous integration</span><br />\u00a0</li></ul><hr />",https://jobs.sap.com/job/Bangalore-Developer-Associate-JAVA-%280-3-yrs%29-560066/755088501/?utm_source=techmaestro,BENGALURU,18-02-2022T21:40:42,"Min Experience : 0,Max Experience : 3",Developer Associate [New Grad],11-01-2022T11:47:22+0000UTC
Groww,11-01-2022T11:42:37+0000UTC,10-02-2022T11:42:37+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/groww.svg,"<h4><strong>Development Responsibilities</strong></h4><ul style=\""list-style-type:disc\""><li>The Software Development Engineer's core responsibilities include working on highly maintainable and unit-tested software components/systems that address real-world problems.</li><li>Experienced in microservices-based architecture, can work on cloud infrastructures like GCP, AWS, etc</li><li>Should take the e2e ownership of product/feature right from design, code, and deployment.</li><li>Ensure quality at every level be it problem-solving, design, code, or bug fixes.</li><li>Should be able to collaborate with product managers, architects, and other stakeholders to ensure smooth execution of sprints.</li><li>Own and unblock users on production issues, able to troubleshoot and fix production issues on priority.</li><li>Can mentor and help other team members and ensure that the overall productivity of the team is high.</li></ul><h4><strong>Requirements</strong></h4><ul style=\""list-style-type:disc\""><li>1-4 years of experience in building scalable restful/soap microservice services.</li><li>Good at high-level design and implementation. Understanding of design patterns.</li><li>Strong problem-solving skills.</li><li>Good understanding of data structures &amp; algorithms and their space &amp; time complexities.</li><li>Strong hands-on and practical working experience with Java and Spring.</li><li>Excellent coding skills - should be able to convert the design into code fluently.</li><li>Strong technical aptitude and a good knowledge of CS fundamentals.</li><li>B Tech in Computer Science or equivalent from a reputed college.</li><li>You are expected to demonstrate good learnability and adopt technologies that help build large-scale, performant, reliable, and sustainable systems.<br />\u00a0</li></ul><hr />",https://groww.skillate.com/jobs/13219?source=techmaestro,BENGALURU,18-02-2022T21:40:43,"Min Experience : 1,Max Experience : 4",Backend Developer [SDE I],11-01-2022T11:42:37+0000UTC
Yahoo,11-01-2022T11:40:20+0000UTC,10-02-2022T11:40:20+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/yahoo.svg,"<h4><strong>Your Day</strong></h4><ul><li>Develop, code, and test software systems or applications for software enhancements and new products.</li><li>Participate in the agile development of project timelines, implementation of design specifications, system flow diagrams, documentation, testing, and ongoing support of systems</li><li>Grow in a culture of learning through design discussions and code reviews</li><li>Participate in change and release management activities</li></ul><h4><strong>Educational Qualifications</strong></h4><ul><li>Actively pursuing final year Bachelors in Engineering or MCA or similar disciplines</li></ul><p><strong>Desired skills</strong></p><ul><li>Development experience in Java, Python, and familiarity with Shell, Ruby, or Perl scripting language</li><li>Frontend experience in one or more of HTML, CSS, JavaScript, Node.JS, JS Framework (React)</li><li>Exposure with distributed version control systems like git</li><li>Must be able to demonstrate skill in troubleshooting techniques and problem diagnosis and resolution</li><li>Utilize strong analytical and problem-solving skills to diagnose/resolve system and application issues.</li><li>Must have strong knowledge in Data Structures and Algorithms<br />\u00a0</li></ul><hr />",https://ouryahoo.wd5.myworkdayjobs.com/en-US/careers/job/IN---Bengaluru/Associate-Software-Dev-Engineer_JR0018039?source=techmaestro,BENGALURU,18-02-2022T21:40:44,"Min Experience : 0,Level : New Grad",Associate Software Dev Engineer [2022 Grad],11-01-2022T11:40:20+0000UTC
Oracle,10-01-2022T11:33:16+0000UTC,09-02-2022T11:33:16+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/oracle.svg,"<h4>Job Description</h4><p>As a part of the Java Fullstack developer role, you will analyze, design, develop, troubleshoot, and debug software programs for commercial or end-user applications. As a member of the software engineering division,\u00a0</p><ul><li>You will perform detailed design based on provided high-level design specifications</li><li>Assist in system planning, scheduling, and implementation</li><li>Build enhancements (including new product features) and resolve bugs</li><li>Build and execute unit test and unit test plans</li><li>Review integration and regression test plans created by QA</li><li>Interact with QA and porting engineering about problems in the code.</li></ul><h4>Skillsets</h4><ul><li>Programming Languages: Java, J2EE, and web application development</li><li>Experience in developing applications based on: Springboot, Micro Services, RESTFUL web-services, Servlets, JSP (HTML) &amp; MVC Architecture, JQuery &amp; KnockOut JS</li><li>Must have experience in writing SQL queries</li><li>Knowledge\u00a0 in\u00a0Docker, Kubernetes<br />\u00a0</li></ul><hr />",https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/101968?utm_source=techmaestro,BENGALURU,18-02-2022T21:40:45,"Min Experience : 0,Level : Early Career",Full Stack Developer [Java],10-01-2022T11:33:16+0000UTC
redBus,10-01-2022T11:28:18+0000UTC,09-02-2022T11:28:18+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/redbus.svg,"<h4><strong>Responsibilities</strong></h4><ul><li>Design and development of features by writing clean, readable, reusable, testable, and maintainable code to build better user experiences.</li><li>Writing the unit test procedure to test the feature or application built.</li><li>Enhancements on the existing system.</li><li>Documenting the functional requirements and creating the user guides required.</li></ul><h4><strong>Desired Skills</strong></h4><ul><li>We are seeking extremely smart programmers who are gung ho about large-scale systems that are going to have a big impact on millions of customers around the world.</li><li>Must have strong experience working on Java, J2EE.</li><li>Strong computer science fundamentals - HTTP, TCP/IP concepts, Web Servers, Threading, Caching, etc</li><li>Strong knowledge of Data Structures, Algorithms, and Design Patterns.</li><li>Good understanding &amp; experience writing REST APIs.</li><li>Experience in relational databases like MySQL/ Oracle.</li><li>Looking for someone who is flexible and open to learning new technologies.</li></ul><h4><strong>Mandatory Skills</strong></h4><ul><li>Core Java, J2EE, Algorithms, Data Structures, OOPS, MySQL, JavaScript, Concurrency.</li></ul><h4><strong>Qualifications</strong></h4><ul><li>Bachelor's or Master\u2019s degree in Engineering, Computer Science, or related technical field with 1+ years total exp.</li></ul><h4><strong>Experience</strong></h4><ul><li>1+ Years Must have prior experience working as a Software Development</li></ul><p>[When you click on \u201cApply\u201d, you will be redirected to the job opening and the referral is applied by default]<br />\u00a0</p><hr />",https://gommt.darwinbox.in/ms/candidate/careers/a61d69f6c63a6d/refer/813365,BENGALURU,18-02-2022T21:40:46,"Min Experience : 1,Max Experience : 4",Software Engineer [Referral],10-01-2022T11:28:18+0000UTC
Udaan,10-01-2022T11:26:11+0000UTC,09-02-2022T11:26:11+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/udaan-square.jpg,"<h4><strong>Your Part</strong></h4><ul style=\""list-style-type:disc\""><li>Research, design, build and deploy highly reliable, available, and scalable technology products.</li><li>Continuously seek to improve and maintain software that caters to creation of the digital products.</li><li>Be responsible for driving software development best practices in your teams and across Udaan.</li><li>Drive the technical roadmap of the team in collaboration with software and product engineers in your areas.</li><li>Collaborate effectively with product engineers towards building the right features.</li><li>Estimate and manage deliveries of features in a predictable manner.</li><li>Contribute to building process improvements that lend to continuous improvements in the predictability of releases in specific problem areas.</li><li>Identify patterns in problem statements and be on the lookout for opportunities to build capabilities, libraries, utilities that promote re-use.</li><li>Collaborate, mentor, and guide team members as may be the need.</li></ul><h4><strong>Required skills</strong></h4><ul style=\""list-style-type:disc\""><li>Minimum of 5 years of industry experience</li><li>Bachelor of Engineering in Computer Science or related field</li><li>Object-oriented design skills, ability to apply design patterns, ability to design intuitive module and class-level interfaces</li><li>Experience with software development with one or more general programming languages (e.g. Java, C/C++, C#, Python, JavaScript, Kotlin).</li></ul><h4><strong>Good to have skills</strong></h4><ul style=\""list-style-type:disc\""><li>Knowledge of Kotlin will be added advantage<br />\u00a0</li></ul><hr />",https://www.linkedin.com/jobs/view/2870322227?source=techmaestro,"BENGALURU,REMOTE",18-02-2022T21:40:47,Min Experience : 5,Software Engineer,10-01-2022T11:26:11+0000UTC
Google,10-01-2022T11:24:23+0000UTC,09-02-2022T11:24:23+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/google.svg,"<h4>Responsibilities</h4><ul><li>Lead and contribute to engineering efforts from planning and organization to execution and delivery to solve complex engineering problems in tools and infrastructure.</li><li>Design and build tooling and infrastructure to help engineering teams measure and increase their velocity. Develop tools to understand, model, and replicate production traffic patterns in pre-production environments, including some cases in statistical modeling and machine learning techniques.</li><li>Analyze and decompose complex software systems and collaborate with and influence others to improve the overall design.</li><li>Design and develop mobile tools and infrastructure that help us provide quality apps.</li><li>Design and build advanced automated testing frameworks.</li></ul><h4>Minimum qualifications</h4><ul><li>Bachelor's degree in Computer Science, related technical field, or equivalent practical experience.</li><li>5 years of coding experience in one or more of the following languages: C, C++, Java, or Python.</li><li>Experience in computer science, data structures, algorithms, and software design.</li></ul><h4>Preferred qualifications</h4><ul><li>Passion for automation and optimization, as well as to develop tools to help other Engineers.<br />\u00a0</li></ul><hr />",https://careers.google.com/jobs/results/118820466329559750-software-engineer-engineering-productivity?source=techmaestro,BENGALURU,18-02-2022T21:40:47,Min Experience : 5,Software Engineer [Engineering Productivity],10-01-2022T11:24:23+0000UTC
Visa,09-01-2022T09:26:34+0000UTC,08-02-2022T09:26:34+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/visa.svg,"<h4>Basic Qualifications</h4><ul><li>Educational background in Computer Science/Engineering from a premier institute.</li></ul><h4>Preferred Qualifications</h4><ul><li>Intermediate level skills in Java / C# / C++</li><li>In-depth knowledge of data structures implementation and optimization</li><li>Intermediate-level skills in multi-threading, concurrency, and error-handling</li><li>Intermediate-level skills in implementing design patterns (singleton, facade, factory, observer, etc.)</li><li>Experience building enterprise-scale web services (RESTful), and their scalability, resiliency, and availability</li><li>Experience building application frameworks or reusable components</li><li>Experience in network programming (Sockets) to build service self-healing</li><li>Experience implementing multiple cross-cutting concerns and non-functional requirements using aspect-oriented programming.</li><li>Demonstrated proficiency in troubleshooting, root-cause analysis, application design, and implementing large components for enterprise projects</li><li>Experience in Building highly robust Android or iOS applications</li><li>Experience in building ODATA compliant REST services</li><li>Experience in language features such as lambda expressions, generics, and streams</li><li>Experience in working on cryptography and Bluetooth based transmission protocols</li><li>Experience in IoT, NFC, machine learning/data science, NLP</li><li>Experience in the payments tech industry</li></ul>""}",https://www.visa.co.in/careers/job-details.jobid.743999796953221.deptid.868639.html,BENGALURU,18-02-2022T21:40:48,"Min Experience : 0,Level : Early Career",Software Engineer [Innovation],09-01-2022T09:26:34+0000UTC
JPMorgan Chase & Co.,09-01-2022T09:24:46+0000UTC,08-02-2022T09:24:46+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/jpmorgan-chase.svg,"<h4>Job Description</h4><ul><li>B.S. or M.S. in computer science, information systems, math, business, or engineering</li><li>6+ years of professional experience</li><li>Excellent written and verbal communication and presentation skills</li><li>Should have prior experience in any programming languages like Java / Python</li><li>Should have hands-on experience database technologies \u2013 Oracle, SQL, Stored Procedures</li><li>Should have Knowledge of BigData technologies especially on Hadoop, Hive, and Spark</li><li>Should have knowledge on Agile/Scrum methodology</li><li>Familiar with development tools such as Jenkins, Jira, Git, etc</li><li>Knowledge of Tableau / Alteryx is added advantage</li><li>Expertise in application, data, and infrastructure architecture disciplines</li><li>Advanced knowledge of architecture and design across all systems</li><li>Proficiency in multiple modern programming languages</li><li>Knowledge of industry-wide technology trends and best practices</li><li>Keen understanding of financial control and budget management</li><li>Ability to work in large, collaborative teams to achieve organizational goals</li><li>Passionate about building an innovative culture<br />\u00a0</li></ul><hr />",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210198648/?utm_medium=techmaestro,BENGALURU,18-02-2022T21:40:48,Min Experience : 6,Software Engineer,09-01-2022T09:24:46+0000UTC
Traveloka,09-01-2022T09:23:30+0000UTC,08-02-2022T09:23:30+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/traveloka.jpeg,"<h4><strong>Responsibilities</strong></h4><ul><li>Delivering high performance and scalable user interfaces using the latest standards and frameworks</li><li>Following strictly to the design principles and adhering to guidelines</li><li>Should understand the product requirements and be able to deliver on time</li><li>Writing e2e and unit testing for the components with good code coverage</li><li>Should be able to write code with high quality &amp; proper documentation</li><li>Able to deliver project/feature on own, work closely with different stakeholders and communicate efficiently</li></ul><h4><strong>Requirements</strong></h4><ul><li>Bachelor's degree in Computer Science or equivalent from a reputable university with good academic results is preferred.</li><li>4+ years of experience in front-end development</li><li>Must have strong knowledge in ReactJS, Redux, Vanilla JS (ES6), HTML5, CSS</li><li>Good understanding of Restful API\u2019s, Webpack, Jest, Flow, Lint, NodeJS, Express</li><li>Must have good knowledge of performance optimization, JS performance improvements</li><li>Great problem solver with good logical thinking capabilities</li><li>Good understanding of NPM, GIT, Build and test scripts for CI environments<br />\u00a0</li></ul><hr />",https://docs.google.com/forms/d/e/1FAIpQLSetpOyLCIny6oPUOJJjy0lwnO6zV5pS366EsfG7b38JB8xxzQ/viewform,BENGALURU,18-02-2022T21:40:49,Min Experience : 4,Software Engineer [Referral],09-01-2022T09:23:30+0000UTC
Adobe,09-01-2022T09:20:44+0000UTC,08-02-2022T09:20:44+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/adobe.svg,"<h4><strong>What you'll Do</strong></h4><p>This is an individual contributor position. Expectations will be on the below lines:</p><ul><li>Responsible for design and delivery of new products on Adobe experience platform</li><li>Responsible for development and maintenance of SPA (single page app) user interfaces and components</li><li>Own the entire lifecycle of your product including design, development, documentation, deployment, troubleshooting, enhancements, etc.</li></ul><h4><strong>What you need to succeed</strong></h4><ul><li>Engineering degree in software or equivalent. At least 3 years of work experience in building modern web products</li><li>Excellent knowledge of fundamentals of Computer Science like algorithms and data structures</li><li>Excellent programming and debugging skills in frontend technologies including JavaScript, TypeScript, React, HTML, CSS, etc</li><li>Excellent knowledge of how to build modern web applications which are cloud-native, fault-tolerant, and highly scalable</li><li>Excellent communication skills. Willingness to work under pressure. Hunger to learn and succeed in a fast-paced environment.<br />\u00a0</li></ul><hr />",https://adobe.wd5.myworkdayjobs.com/en-US/external_experienced/job/Bangalore/Computer-Scientist-1--Frontend-_R119025-1,BENGALURU,18-02-2022T21:40:50,Min Experience : 3,Computer Scientist 1 [Frontend],09-01-2022T09:20:44+0000UTC
Upstox,08-01-2022T09:42:47+0000UTC,07-02-2022T09:42:47+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/upstox.svg,"<h4>Responsibilities</h4><ul><li>Write well designed, testable, efficient code by using best software development practices</li><li>Create website layout/user interface by using standard HTML/CSS practices</li><li>Integrate data from various back-end services and databases</li><li>Gather and refine specifications and requirements based on technical needs</li><li>Create and maintain software documentation</li><li>Be responsible for maintaining, expanding, and scaling our site</li><li>Stay plugged into emerging technologies/industry trends and apply them into operations and activities</li><li>Cooperate with web designers to match visual design intent</li></ul><h4>Requirements</h4><ul><li>5+ years of experience</li><li>Proven working experience in web programming</li><li>Top-notch programming skills and in-depth knowledge of modern HTML/CSS</li><li>Strong Experience on ReactJs / Redux</li><li>A solid understanding of how web applications work including security, session management, and best development practices</li><li>knowledge of Search Engine Optimization process</li><li>Aggressive problem diagnosis and creative problem-solving skills</li><li>Ability to work and thrive in a fast-paced environment, learn rapidly, and master diverse web technologies and techniques.</li><li>WordPress and Adobe Experience Manger Experience (AEM) is required<br />\u00a0</li></ul><hr />",https://jobs.lever.co/upstox/e60fda88-6879-4de0-9b56-8b67a8bd6ef9,BENGALURU,18-02-2022T21:40:50,Min Experience : 5,Web Developer,08-01-2022T09:42:47+0000UTC
Tekion,08-01-2022T09:40:27+0000UTC,07-02-2022T09:40:27+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/tekion.svg,"<h4><strong>Core Responsibilities</strong></h4><ul><li>Design and Build complicated Workflow</li><li>Understanding the user persona and delivering a slick experience</li><li>Experience in JavaScript (ReactJS / Redux) React Native, HTML, CSS, JQuery, HTTP</li><li>Strong understating of XML, JSON, DOM, and w3c standards</li><li>Providing technical expertise for every phase of the project lifecycle; from concept development to solution design, implementation, optimization, and support</li><li>Be an Interface with Stockholder sand architects to create technology specifications from business requirements for one or more modules within the project</li><li>Responsible to prepare the technical design of the components within the module (one or more of client/web presentation tier, server tier, data access and data model, integration component, package function customization)</li><li>Proficient in articulating the pros and cons of using a certain technology stack or component or design pattern versus another to the clients and project team and drives the selection of technologies, designs to come up with the optimal architecture</li><li>Drives the performance tuning, re-design, and re-factoring for a module</li><li>Contributes to designing and implementing the build, release process as well as system configuration and deployment characteristics of the application</li><li>Implements (hands-on) the module components based on prevailing Framework and Open-source standards &amp; its best practices.</li></ul><h4><strong>Required Skills</strong></h4><ul><li>Bachelor\u2019s in computer science or relevant fields</li><li>Strong sense of ownership</li><li>Attitude for getting things done</li><li>Understanding of basic Rest Principles</li><li>Familiar with project management tools like JIRA etc.</li><li>Will be involved in developing any enterprise systems like e-commerce, manufacturing, supply chain, etc.</li><li>Excellent understanding of performance and optimization techniques</li><li>Experience of working with Git</li><li>Ability to work in a fast-paced start-up environment<br />\u00a0</li></ul><hr />",https://boards.greenhouse.io/tekion/jobs/4412816003,CHENNAI,18-02-2022T21:40:51,Min Experience : 1,Software Engineer [Front End],08-01-2022T09:40:27+0000UTC
Innovaccer,08-01-2022T09:38:34+0000UTC,07-02-2022T09:38:34+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/innovaccer.svg,"<h4><strong>A Day in the Life</strong></h4><ul><li>Innovate and contribute to a Monitoring UI.</li><li>Collaborate with other development teams, quality engineering teams, and documentation teams to execute product deliverables.</li></ul><h4><strong>What You Need</strong></h4><ul><li>3-6 years of experience with a start-up mentality and a high willingness to learn</li><li>Strong knowledge and experience in JavaScript, HTML, and CSS</li><li>Good experience into ReactJS or one modern MVC style JS Framework</li><li>Deep understanding of the DOM and how the browser works</li><li>Experience in building large scale pluggable UIs</li><li>Good understanding of the constantly evolving world of front-end development</li><li>Experience with seamless integration of front-end to back-end functionality</li><li>Excellent understanding of UX/UI design principles</li><li>A belief in progress over perfection.<br />\u00a0</li></ul><hr />",https://boards.greenhouse.io/innovaccer/jobs/5106583002?gh_src=f31952a52us,REMOTE,18-02-2022T21:40:52,"Min Experience : 3,Max Experience : 6",Software Development Engineer II [Referral],08-01-2022T09:38:34+0000UTC
Twilio,08-01-2022T09:36:58+0000UTC,07-02-2022T09:36:58+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/twilio.svg,"<h4><strong>Responsibilities</strong></h4><ul><li>Implement, test and deploy Flex features and services in AWS cloud.</li><li>Own your services, respond to incidents and participate in on-call rotation and participate in RCAs for incidents.</li><li>Meet SLA/SLO/SLI for your services.</li><li>Meet Definition of Done for the software you build.</li><li>Refactor and reduce technical debt in your services.</li><li>Write automated unit and integration tests in continuous integration and delivery environment.</li><li>Manage your work through the use of Github, Jira, and Twilio\u2019s build/deploy systems.</li><li>Collaborate with other team members, including Product leadership, influence, own, and improve the Flex platform.</li><li>Actively participate in Design, Code review, Backlog grooming, Agile ceremonies and work with team members to meet team\u2019s sprint commitments.</li><li>Work independently or with your team to troubleshoot/determine the resolution for issues in your team's domain.</li><li>Be responsible for documentation of projects you work on.</li><li>Rapidly acquire new technical skills and knowledge in a fast-paced, highly disruptive industry environment.</li></ul><h4><strong>Required</strong></h4><ul><li>Bachelor\u2019s or Master\u2019s degree in Computer Science or related industry experience.</li><li>2-4 years of experience developing highly-available, secure, native cloud enterprise SaaS applications in Java.</li><li>Experience with AWS, GCP, or other public cloud infrastructure platforms.</li><li>Experience building scalable, real-time, distributed systems based on microservices architecture.</li><li>Experience with container technologies - Docker/Kubernetes.</li><li>Experience with REST API design and implementation.</li><li>Experience with SQL/NoSQL databases and caches.</li><li>Experience implementing modern automated testing and CI/CD pipelines.</li><li>Translate software designs into software implementations.</li><li>Expertise in solving complex production issues.</li><li>Positive attitude and aptitude to learn and execute quickly in a small team.</li><li>Iterative development and deployment, Scrum, and Agile methodologies.</li><li>Communicate clearly and concisely, orally and in writing.</li></ul><h4><strong>Desired</strong></h4><ul><li>Experience with streaming systems such as Kafka, Flink, Spark</li><li>Deploying cloud applications in a multi-region environment.</li><li>Experience with Contact Center and Customer Engagement solutions.<br />\u00a0</li></ul><hr />",https://boards.greenhouse.io/twilio/jobs/3706910,BENGALURU,18-02-2022T21:40:53,"Min Experience : 2,Max Experience : 4",Software Engineer [Backend],08-01-2022T09:36:58+0000UTC
CoinSwitch Kuber,07-01-2022T09:14:18+0000UTC,06-02-2022T09:14:18+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/coin-switch.svg,"<h4><span style=\""color:rgb(0,0,0)\"">What You Will Do</span></h4><ul><li><span style=\""color:rgb(0,0,0)\"">Your primary focus will be to implement responsive &amp; high-quality UI and reusable code for the CoinSwitch platform, with a particular focus on performance.</span></li><li><span style=\""color:rgb(0,0,0)\"">You will help translate requirements and mockups into fully functioning features using frontend technologies.</span></li><li><span style=\""color:rgb(0,0,0)\"">You will ensure the technical feasibility of UI/UX designs while maintaining high-quality standards.</span></li><li><span style=\""color:rgb(0,0,0)\"">You will collaborate timely with designers, product managers and own the front-end layer.</span></li><li><span style=\""color:rgb(0,0,0)\"">You will constantly look for optimizing applications to handle high scale.</span></li><li><span style=\""color:rgb(0,0,0)\"">You will keep yourself updated with the latest web technologies coming up in the market and suggest ways to implement it in our system.</span></li></ul><h4><span style=\""color:rgb(0,0,0)\""><strong>What You Should Have</strong></span></h4><ul><li><span style=\""color:rgb(0,0,0)\"">You should have 2+ years of extensive experience in Javascript.</span></li><li><span style=\""color:rgb(0,0,0)\"">You should have 1+ years of experience in ReactNative based Android and IOS apps.</span></li><li><span style=\""color:rgb(0,0,0)\"">You have experience writing clean, modular, object-oriented, and optimized scripts.</span></li><li><span style=\""color:rgb(0,0,0)\"">You are aware of Javascript design patterns and can architect a fairly complex UI.</span></li><li><span style=\""color:rgb(0,0,0)\"">You have experience building a product using a mainstream library or framework (ReactNative ecosystem preferred).</span></li><li><span style=\""color:rgb(0,0,0)\"">You keep pace with the ever-changing specs of cutting-edge front-end technologies.</span></li></ul><h4><span style=\""color:rgb(0,0,0)\"">Good to Have</span></h4><ul><li><span style=\""color:rgb(0,0,0)\"">Prior experience working with fintech companies</span><br />\u00a0</li></ul><hr />",https://recruiterflow.com/coinswitch/jobs/76,BENGALURU,18-02-2022T21:40:53,Min Experience : 2,Software Development Engineer I [Front End],07-01-2022T09:14:18+0000UTC
