companyName,createdOn,expiresOn,imageLink,jobDescription,jobLink,location,opportunityDate,requiredExperience,role,updatedOn 
Ola,01-02-2022T12:13:36+0000UTC,03-03-2022T12:13:36+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/ola.svg,"<h4>Roles and Responsibilities</h4><ul style=\""list-style-type:disc\""><li>Design and Architect the middleware/framework for Telematics.</li><li>Develop the layer of software that binds the data from the network.</li><li>Help the team build solutions that are framework and performance-optimized.</li><li>Bring in best practices from Cloud Service development teams.</li><li>Developing and deploying distributed computing Big Data applications using Open Source frameworks like Apache Spark, Beam, Nifi, Storm, and Kafka on Azure or AWS Cloud</li><li>Utilizing programming languages like Java, Python, and Open Source RDBMS and NoSQL databases.</li><li>Utilizing Hadoop modules such as YARN &amp; MapReduce, and related Apache projects such as Hive, HBase.</li><li>Leveraging DevOps techniques and practices like Continuous Integration, Continuous Deployment, Test Automation, Build Automation, and Test Driven Development to enable the rapid delivery of working code utilizing tools like Jenkins, Maven, Git, and Docker.</li><li>Working closely with the Product team to derive system requirements for the middleware services.</li></ul><h4>Experience &amp; Skills</h4><ul style=\""list-style-type:disc\""><li>Having executed the complete life cycle of the application and product.</li><li>Strong NodeJS/Java/Kotlin programming skills.</li><li>C/C++/Golang programming language experience would be a plus.</li><li>Exposure to developing software for Android-based infotainment/head unit.</li><li>Having developed middleware applications/services for connectivity solutions.</li><li>Product lifecycle experience would be an advantage.</li><li>Code version control tools such as Gitlab, Github.</li><li>Software development using Agile methodology.</li><li>Tools such as Confluence, JIRA.<br />\u00a0</li></ul><hr />",https://ola.skillate.com/jobs/5845,BENGALURU,18-02-2022T21:39:37,Min Experience : 0,Software Development Engineer [Tech Lead],01-02-2022T12:13:36+0000UTC
Postman,01-02-2022T12:08:39+0000UTC,03-03-2022T12:08:39+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/postman.svg,"<h4><strong>What You\u2019ll Do</strong></h4><ul><li>Implement and maintain features, improve performance and quality.</li><li>Interact with Product, Design, and Engineering teams to spec, build, test and deliver new features.</li><li>Work with internal stakeholders to investigate and solve customer\u2019s billing issues.</li><li>Improve quality and reliability by improving existing tests and writing new ones.</li><li>Break complex problems down into smaller tasks to execute.</li></ul><h4><strong>About You</strong></h4><ul><li>1-3 years of experience developing software applications at scale.</li><li>Working experience in a microservices architecture</li><li>Working experience with object-oriented programming.</li><li>Working experience with API integration.</li><li>Experience contributing to a culture of code reviews, tech spec writing, and collaboration.</li><li>Enjoy learning and sharing knowledge within and across teams.</li><li>Lots of smiles.<br />\u00a0</li></ul><hr />",https://www.postman.com/company/careers/software-engineer-i-backend-billing-and-subscriptions-4941930003?source=techmaestro,REMOTE,18-02-2022T21:39:38,"Min Experience : 1,Max Experience : 3",Software Engineer I [Backend],01-02-2022T12:08:39+0000UTC
Intuit,01-02-2022T12:06:56+0000UTC,03-03-2022T12:06:56+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/intuit-square.jpg,"<h4>Responsibilities</h4><ul style=\""list-style-type:disc\""><li>Collaborate closely with UX designers, product managers, cross-org leaders to understand requirements, and help define &amp; refine them</li><li>Own the end-to-end development of reusable and configurable web widgets that meet a high bar of excellence, also enhance and evolve existing widgets as needed</li><li>Independently drive medium-to-large sized projects, taking them from conceptualization to implementation and integration</li><li>Act in a technical leadership capacity: Mentoring junior engineers, new team members, and applying technical expertise to challenging programming and design problems</li><li>Establishing and maintaining a solid collaboration and feedback loop with UX and partner teams / leads to ensure uncompromising standards of work delivered</li><li>Resolve defects/bugs during QA testing, pre-production, production, and post-release patches</li></ul><h4>Qualification</h4><ul style=\""list-style-type:disc\""><li>6+ years of experience in developing web applications with complex user interfaces and components</li><li>Extensive knowledge of and experience with React and its core principles, and popular React workflows (Flux / Redux), best practices, style guide, testing, and component architecture</li><li>Thorough expertise in frontend web development including HTML5, CSS3, JavaScript, DOM APIs, and modern web APIs</li><li>A solid grasp of JavaScript fundamentals such as closures, prototype, callbacks, event loop, promises, error handling</li><li>Ability to consistently author clean, elegant, bug-free code</li><li>An understanding of unit and integration testing, Jest, Selenium, Jasmine, Test Driven Development (TDD), etc.</li><li>Excellent problem-solving skills, a strong grounding in data structures and algorithms</li><li>Familiarity with Agile/Scrum concepts and experience working in an Agile environment</li><li>Strong communication skills to interface with product owners, stakeholders, and team members</li><li>BS/MS in computer science or equivalent work experience</li><li>Experience with the entire Software Development Life Cycle (SDLC)</li><li>Strong understanding of the Software design/architecture process</li><li>Experience with unit testing &amp; Test Driven Development (TDD)<br />\u00a0</li></ul><hr />",https://www.linkedin.com/jobs/view/2899733758?source=techmaestro,BENGALURU,18-02-2022T21:39:39,Min Experience : 6,Senior Software Engineer [Frontend],01-02-2022T12:06:56+0000UTC
PhonePe,31-01-2022T09:41:45+0000UTC,02-03-2022T09:41:45+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/phonepe.svg,"<h4>As a software engineer,</h4><ul><li>You will translate high-level business problems into scalable design and code.</li><li>You will write performant, unit-tested code, develop object-oriented models, and design data structure for new software projects taking systems aspects into account</li><li>Responsible for End-to-end service design including API definitions and implementation for large services</li><li>Driving discussions to improve productivity across teams where ever there are interdependencies across products</li><li>Proactive communication to team lead and stakeholders</li></ul><h4>As a software engineer, you must have</h4><ul><li>Deep expertise in at least one programming language (e.g. Java, C, C++) &amp; tech stack to<br />write maintainable, scalable, unit-tested code.</li><li>Understanding of object-oriented design skills, knowledge of design patterns, and huge passion and ability to design intuitive module and class-level interfaces</li><li>Ability to channel high-level guidance to direct the building of large and complex business applications and platforms.</li><li>Go-getter attitude that reflects in energy and intent behind assigned tasks</li><li>Experience with full life cycle development in any programming language on a Linux platform</li><li>Deep understanding of design patterns, optimizations, deployments, and tuning</li><li>Knowledge of Test Driven Development</li><li>Basic understanding of databases (e.g. MySQL) and NoSQL (e.g. HBase, Elasticsearch, Aerospike, etc)</li><li>BTech, MTech, or Ph.D. in Computer Science or related technical discipline (or<br />equivalent).</li><li>Experience of having been a software engineer for at least 6 months</li></ul><h4><strong>As a software engineer, good to have</strong></h4><ul><li>Drive problem-solving skills for high-level business and technical problems.</li><li>Multi-perspective approach to developing object-oriented models, designing data structure, and building applications and platforms that can scale.</li><li>Prior experience in working with Agile software methodologies (XP, Scrum)<br />\u00a0</li></ul><hr />",https://www.phonepe.com/careers/jobs/Software-Engineer-(0-2yrs)/4696923003?source=techmaestro,BENGALURU,18-02-2022T21:39:40,"Min Experience : 0,Max Experience : 2",Software Engineer,31-01-2022T09:41:45+0000UTC
Swiggy,31-01-2022T09:37:35+0000UTC,02-03-2022T09:37:35+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/swiggy-square.jpg,"<h4><span style=\""color:rgb(0,0,0)\""><strong>What will you get to do here?</strong></span></h4><ul><li><span style=\""color:rgb(0,0,0)\"">Coming up with best practices to help the team achieve their technical tasks and continually thrive in improving the technology of the product/team.</span></li><li><span style=\""color:rgb(0,0,0)\"">Driving the adoption of best practices &amp; regular Participation in code reviews, design reviews, architecture discussions.</span></li><li><span style=\""color:rgb(0,0,0)\"">Experiment with new &amp; relevant technologies and tools, and drive adoption while measuring yourself on the impact you can create.</span></li><li><span style=\""color:rgb(0,0,0)\"">Implementation of long-term technology vision for your team.</span></li><li><span style=\""color:rgb(0,0,0)\"">Responsible for the complete architecture of your product;</span></li><li><span style=\""color:rgb(0,0,0)\"">Creating architectures &amp; designs for new solutions around existing/new areas</span></li><li><span style=\""color:rgb(0,0,0)\"">Decide technology &amp; tool choices for your team &amp; be responsible for them.</span></li></ul><p>[Please find more role details <a href=\""https://bit.ly/3HbeRRA\"">here</a>]</p><hr />",https://docs.google.com/forms/d/e/1FAIpQLScqqTBAGeESKqjcEygV1PVbC_kHw2y27nYpA71dodqZBnrEVQ/viewform,BENGALURU,18-02-2022T21:39:40,"Min Experience : 1,Max Experience : 3",Software Development Engineer I [Referral],31-01-2022T09:37:35+0000UTC
Sap Labs,31-01-2022T09:35:42+0000UTC,02-03-2022T09:35:42+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/sap-labs.svg,<h4><strong>Role</strong></h4>,https://jobs.sap.com/job/Bangalore-Developer-Associate-560066/768295801/?feedId=244601&utm_campaign=techmaestro&utm_source=techmaestrojobs,BENGALURU,18-02-2022T21:39:41,"Min Experience : 1,Max Experience : 3",Developer Associate,31-01-2022T09:35:42+0000UTC
Uber,31-01-2022T09:33:52+0000UTC,02-03-2022T09:33:52+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/uber.svg,"<h4>What the Candidate Will Do</h4><ul><li>Work with Product Managers to understand Requirements</li><li>Identify and deliver efficiencies for services and processes</li><li>Write high-quality code and related documentation</li><li>Raise the bar in end to end and integration tests</li><li>Participate in On-Call and bring efficiencies to On-Call</li></ul><h4>Basic Qualifications</h4><ul><li>4+ years of experience as a software engineer</li><li>Coding chops, clean, elegant, bug-free code in languages like Java, GO</li><li>Skilled at architecture: Solid understanding of distributed systems architecture - consensus, convergence, data consistency and performance/efficiency constructs</li><li>Strong desire to learn and grow, while building the best in class systems</li><li>Experienced at Cross Team Communication: Strong flair for effective communication and collaboration - you know when to push on and when to step back. We work closely with several groups and supporting these other groups is a key part of scaling our business.</li><li>Push the bar on engineering best practices and help the leadership build a strong engineering culture</li><li>Ability to Identify and resolve performance and scalability issues</li></ul><h4>What the Candidate Will Do</h4><ul><li>You have knowledge of a backend stack (some examples include: Java, Node.js, Python, Redis, Kafka, Golang, or similar).</li><li>Ability to learn quickly on the go. We're looking for software engineers who thrive while learning new technologies and don't believe in one-size-fits-all solutions. You should be able to easily adapt to meet the needs of our massive growth and rapidly-evolving business environment.</li><li>Bias toward action. You believe that speed and quality aren't mutually exclusive. You've shown good judgment about shipping as fast as possible while ensuring your products and platforms are built in a sustainable, responsible way--and you're comfortable making mistakes, provided you learn from them.</li><li>Passion and energy. Because you love what you do, you bring infectious enthusiasm to all your endeavors. You always perform at your absolute best and see new challenges as an opportunity to contribute, make an impact, and grow.</li><li>Unquenchable thirst for growth. You're not just looking for the next interesting challenge, but looking to push yourself to keep pace in our hyper-growth environment.<br />\u00a0</li></ul><hr />",https://www.uber.com/global/en/careers/list/108471?source=techmaestro,HYDERABAD,18-02-2022T21:39:42,Min Experience : 4,Software Engineer II [Backend],31-01-2022T09:33:52+0000UTC
Hotstar,30-01-2022T12:20:49+0000UTC,01-03-2022T12:20:49+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/hotstar.svg,"<h4>Your Key Responsibilities</h4><ul><li>\u200bYou will build robust secure and scalable micro-services to power Hotstar applications</li><li>You will be responsible to implement RESTful services with a metric-driven API Gateway</li><li>You will ensure sub-second server response and will be responsible to implement\u00a0relational, document, key, object, or graph data stores, index stores, and messaging stores\u00a0as needed</li><li>You will take ownership to run and maintain Cloud infrastructure</li><li>You will continuously evaluate relevant technologies, influence and drive architecture and\u00a0design discussions</li></ul><h4>What to Bring</h4><ul><li>B.Tech/B.E. in Computer Science from a reputed college or related technical discipline with 2-5 years of experience in software development with strong expertise in Java</li><li>Experience with micro web frameworks \u2013 like Play, Spring MVC, Node.js, reactive programming</li><li>Exposure in building RESTful APIs with monitoring, fault tolerance, and metrics (with something like Hystrix)</li><li>Experience with MySQL, NoSQL (Cassandra, Redis, DynamoDB)</li><li>Experience in server-side services using ElasticSearch and ESB - Camel, ActiveMQ</li><li>Experience in JEE, Spring, Hibernate</li><li>Hands-on with AJAX and Javascript</li><li>Experience with AWS stack</li><li>High adaptability in a dynamic start-up environment<br />\u00a0</li></ul><hr />",https://jobs.lever.co/hotstar/218da88a-d035-4c51-9338-c2585f1ecc64?lever-source=techmaestro,,18-02-2022T21:39:43,"Min Experience : 2,Max Experience : 5",Software Development Engineer [Backend],30-01-2022T12:20:49+0000UTC
InMobi,30-01-2022T12:19:34+0000UTC,01-03-2022T12:19:34+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/inmobi-square.jpg,"<h4><strong>What do we expect from you?</strong></h4><ul><li>E/B.Tech/M.Tech/MS - CS from a premier institute.</li><li>Must have 1-3 years in Android mobile application development.</li><li>Proficient in programming in Java for Android mobile application development.</li><li>Good Knowledge of Object-Oriented Programming, Data Structures, and Algorithms.</li><li>Experience with high-performance app development with a focus on Memory, App size, CPU usage, and Battery usage.</li><li>Knowledge of debugging Android mobile applications and related Internet technologies.</li><li>Programming experience in Javascript would be helpful.</li><li>Exposure to unit-test automation frameworks for apps written for Android.</li><li>Good analytical and problem-solving skills.</li><li>Must be excited by challenges surrounding the development of massively scalable &amp; distributed system Nice to have skills</li></ul><h4><strong>Nice to have skills</strong></h4><ul><li>Experience in online advertising domain &amp; B2C</li><li>Experience in leveraging user data for behavioral targeting &amp; ad-relevance</li><li>Experience in building products that are powered by data &amp; insights</li><li>Experience in data sciences &amp; machine learning</li><li>Experience in working on massively large scale data<br />\u00a0</li></ul><hr />",https://boards.greenhouse.io/inmobi/jobs/3849814&source=176pr0?s=techmaestro&source=techmaestro,"BENGALURU,DELHI",18-02-2022T21:39:43,"Min Experience : 1,Max Experience : 3",Software Development Engineer I [Android],30-01-2022T12:19:34+0000UTC
Paytm,30-01-2022T12:17:40+0000UTC,01-03-2022T12:17:40+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/paytm.svg,"<h4>Requirements</h4><ul><li>2-5 years of experience on Java, Spring Boot, Hibernate in medium to large-scale projects in key roles</li><li>Must have experience with at least some flavors of both SQL (MySQL, Postgres) and NoSQL (MongoDB, ElasticSearch, Redis, DynamoDB, etc) datastores in production</li><li>Must have experience with Kafka or similar message queue systems in production</li><li>Stellar problem-solving skills</li><li>Hunger to learn new things and ability to grasp new concepts quickly</li><li>Ability to move quickly without breaking things too much (we are dreamers)</li><li>Ability to work under immense pressure which is balanced by a sense of responsibility and ownership</li><li>Should be able to groom juniors and take them to the next level<br />\u00a0</li></ul><hr />",https://jobs.lever.co/paytm/f40d56c0-544b-4d26-94e9-4ecaa95d7f75?lever-via=LpCZYIAjL-,BENGALURU,18-02-2022T21:39:44,"Min Experience : 2,Max Experience : 5",Software Engineer [Referral],30-01-2022T12:17:40+0000UTC
Mindtickle,30-01-2022T12:15:27+0000UTC,01-03-2022T12:15:27+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/mindtickle.jpeg,"<h4>What you'll be doing</h4><ul><li>Designing and building distributed systems.</li><li>Work on in-house strategic projects in Golang, Java, and scripting language. Some strategic projects are Data Access Layer (TickleDB), CDC pipeline, Point in time recovery (PITR) framework, Data-connectors, and Automation.</li><li>Understanding of DB internals, Architecture, Limitations, and best practices.</li><li>Mentoring, sharing knowledge and guiding the technical decisions of the team to set us up for long-term success, both as a product and as a team.</li><li>Improve reliability of the storage infrastructure.</li></ul><h4>What we are looking for</h4><ul><li>3+ years of relevant industry experience in a fast-paced, high-growth tech environment.</li><li>Hands-on experience in any language to write critical storage applications.</li><li>The ability to decompose large-scale distributed systems figure out failure scenarios and debug them in an efficient manner.</li><li>Knowledge of public cloud platforms (AWS, Google Cloud Platform, etc).</li><li>Knowledge of databases like MySQL/Elasticsearch will be a plus.</li><li>Hands-on experience and expertise in operating distributed storage/database systems will be a plus.<br />\u00a0</li></ul><hr />",https://jobs.lever.co/mindtickle/7ca9fc84-2592-4c6d-abc7-7513ecf3b480?lever-via=NhqfpMAMXm,PUNE,18-02-2022T21:39:45,Min Experience : 3,Software Development Engineer II [Referral],30-01-2022T12:15:27+0000UTC
Google,29-01-2022T10:41:27+0000UTC,28-02-2022T10:41:27+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/google.svg,"<h4>Responsibilities</h4><ul><li>Write product or system development code.</li><li>Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.</li><li>Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).</li><li>Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.</li><li>Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.</li></ul><h4>Minimum qualifications</h4><ul><li>Bachelor\u2019s degree or equivalent practical experience.</li><li>2 years of experience with data structures/algorithms and software development in one or more programming languages.</li></ul><h4>Preferred qualifications</h4><ul><li>Experience building and developing large-scale infrastructure, distributed systems or networks, and/or experience with computing technologies, storage, and/or hardware architecture.</li><li>Experience developing accessible technologies.</li><li>Experience working networking domain.<br />\u00a0</li></ul><hr />",https://careers.google.com/jobs/results/89201239255851718?source=techmaestro,"HYDERABAD,BENGALURU",18-02-2022T21:39:46,Min Experience : 2,Software Engineer [Google Global Networking],29-01-2022T10:41:27+0000UTC
Adobe,29-01-2022T10:38:37+0000UTC,28-02-2022T10:38:37+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/adobe.svg,"<h4>Domain</h4><ul><li>Print (Postscript, PDF, Graphics, Color, Font, Digital Security, etc.)</li><li>Scan (OCR, Compression, Digital Security, etc.)</li><li>Languages: C, C++</li><li>Platforms: Windows, UNIX, Embedded <span>(Intel/ARM/MIPS/PPC/\u2026</span> <span>VxWorks/MVL/NetBSD)</span></li></ul><h4>Responsibilities</h4><ul><li>The incumbent would contribute extensively in analysis, design, and programming for major and dot software releases.</li><li>The role would from time to time require collaboration with product marketing to evaluate and resolve new features to be added.</li><li>Should be a proactive self-starter who can develop methods, techniques, and evaluation criteria for obtaining results.</li><li>You would be expected to provide leadership within the respective division and act as a mentor to engineers.</li><li>You would be a specialist on one or more platforms and knowledgeable of cross-platform issues, products, and customer requirements. They would contribute significantly towards the development and application of sophisticated concepts, technologies, and expertise within the team.</li><li>The candidate would be required to address broad architecture and design issues of future products or technologies and provide strategic direction in evaluating new technologies in his/her area of expertise.</li></ul><h4>Requirements</h4><ul><li>B.Tech / M.Tech in Computer Science &amp; Engineering from a best-in-class institute.</li><li>2 to 5 years of hands-on design/development experience.</li><li>Proficient in C/C++ assembly, data structure, and algorithm.</li><li>Good understanding of object-oriented design and knowledge of product life cycles and associated issues.</li><li>Knowledge of application development on multiple platforms including various flavors of Windows and Macintosh.</li><li>Should have excellent computer science fundamentals and a good understanding of architecture, design, and performance.</li><li>Good understanding of object-oriented design and knowledge of product life cycles and associated issues.</li><li>Must have excellent communication skills.</li><li>Must be familiar with working in a fast-paced global environment.<br />\u00a0</li></ul><hr />",https://adobe.wd5.myworkdayjobs.com/en-US/external_experienced/job/Noida/MTS2_R121388-1?source=techmaestro,NOIDA,18-02-2022T21:39:47,"Min Experience : 2,Max Experience : 5",Member of Technical Staff 2,29-01-2022T10:38:37+0000UTC
Qualcomm,29-01-2022T10:36:30+0000UTC,28-02-2022T10:36:30+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/qualcomm.svg,"<h4>Job Description</h4><p>Qualcomm's QCT Automotive C2C team is responsible for building embedded, next-generation system-on-chip solutions for the C2C segment as part of a Global Qualcomm Automotive initiative across sites/continents. Qualcomm is looking for passionate and skilled software professionals to provide software engineering solutions in the Automotive domain for upcoming Automotive products. A successful candidate will work in the C2C team by offering in-depth expertise on automotive modules, collaborating with engineering teams across functional areas, and driving the organization to continuously improve the security of Qualcomm automotive products.</p><h4>Requirements</h4><ul><li>Solid understanding of computer system architecture (core, cache, memory models, bus architecture, etc.) and common hardware blocks for security access control (e.g., crypto acceleration, OTP, MPU, etc.)</li><li>Ability to derive, document, and present high-level system requirements from the associated detailed technical requirements.</li><li>Minimum 1 year of experience in Embedded software development and programming in C / C++ / Assembly.</li><li>Good understanding of Embedded hardware, Computer Architecture, and Operating System concepts.\u00a0</li><li>Good understanding of OS concepts such as tasks, signals, timers, priorities, deadlocks, stacks, etc.</li><li>Understanding of RTOS fundamentals like multi-threading interrupt management, cache/memory management, etc.</li></ul><p>Engineer with 1~3 yrs of industry experience required in one or more of the following areas: -</p><ul><li>Automotive background, Exposure to heterogeneous computing and co-processor architecture -</li><li>Deep understanding of ARM system, DSP, and CPU architecture with Strong C/C++ working knowledge -</li><li>Hypervisor architecture (Intel, ARM, AMD, etc.) is a plus -Embedded System architecture(s) with exposure to one or more RTOS (e.g., Android, Linux, Windows10, iOS, Symbian, QNX, etc.) Embedded software design.</li><li>Strong software development skills, C and C++ programming, problem analysis, and debugging skills. Knowledge in real-time microprocessor-based embedded programming and embedded real-time operating systems.<br />\u00a0</li></ul><hr />",https://qualcomm.wd5.myworkdayjobs.com/en-US/External/job/Bangalore/Software-Engineer---Auto-C2C_3029008?source=techmaestro,BENGALURU,18-02-2022T21:39:48,"Min Experience : 1,Max Experience : 3",Software Engineer [Auto C2C],29-01-2022T10:36:30+0000UTC
JPMorgan Chase & Co.,29-01-2022T10:33:01+0000UTC,28-02-2022T10:33:01+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/jpmorgan-chase.svg,"<h4>About the Team</h4><p>The Consumer &amp; Community Banking Group depends on innovators like you to serve consumers, small businesses, municipalities, and non-profits.\u00a0 You\u2019ll support the delivery of award-winning tools and services that cover everything from personal and small business banking as well as lending, mortgages, credit cards, payments, auto finance, and investment advice. This group is also focused on developing and delivering cutting edged mobile applications, digital experiences, and next-generation banking technology solutions to better serve our clients and customers.</p><h4>Qualifications</h4><ul><li>B.S or M.S or equivalent College degree or specialized training / equivalent work experience with an excellent academic background (Computer Science &amp; related disciplines preferred)</li><li>3+ years of relevant development life cycle experience in systems and applications management including systems/application design</li><li>Experience in client based technologies (JavaScript, AJAX, JQuery, Angularjs, HTML, CSS).</li><li>Experience on Java/J2EE including frameworks - Struts, Spring, Hibernate</li><li>Experience on Web Services - REST &amp; SOAP-UI protocols</li><li>Experience in databases including SQL, DB2, Oracle, etc.</li><li>Experience implementing quality guidelines, standards, and procedures</li><li>Experience implementing and enforcing secure coding best practices</li><li>Strong database skills and ability to understand complex data</li></ul><p>Technically the candidate needs to be able to demonstrate the following skills:</p><ul><li>Knowledge of open-source tools and utilities.</li><li>Working knowledge of middleware services and their utilization.</li><li>Experience in creating and consuming web services.</li><li>Experience with Tortoise SVN or similar source code versioning tools.</li><li>External recognized Certification is a plus<br />\u00a0</li></ul><hr />",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210209782/?utm_medium=techmaestro&src=techmaestro,BENGALURU,18-02-2022T21:39:49,Min Experience : 3,Software Engineer,29-01-2022T10:33:01+0000UTC
VMware,28-01-2022T12:14:12+0000UTC,27-02-2022T12:14:12+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/vmware.svg,"<h4>Roles &amp; Responsibilities</h4><ul><li>Collaborate with project team members and cross-functional product teams to design and implement the identity capabilities for VMware services.</li><li>Push the envelope in adopting new technologies, best design practices to ensure our products are the best in usability.</li><li>Develop complex, highly available, distributed, cloud-based solutions, and maintain its high level of quality software</li><li>Challenge you to walk in a different path and to deliver quickly while maintaining a high quality</li><li>Engineer highly resilient systems and be responsible for the availability and scalability of the service.</li><li>You will deliver identity platform capabilities in an agile fashion while maintaining high software engineering practices.</li><li>You will work directly with peer R&amp;D groups, IT teams, and Business Operations teams to align on the needs of the products and operations.</li></ul><h4>Requirements</h4><ul><li>Formal degree in computer science or equivalent, masters degree in computer science, or a Ph.D. preferred</li><li>3+ years of experience in developing distributed, multi-tier enterprise applications, APIs.</li><li>Solid background in design, OOP, object, and data modeling</li><li>Deep working knowledge of Java, Spring, Hibernate, JPA, ORM, Relational Database</li><li>Experience in design and implementation of service interface and public APIs</li><li>Virtualization technologies, centralized networking, security management are all big plus</li><li>Excellent verbal and written communication skills.</li><li>Experience in cloud management system design is a plus<br />\u00a0</li></ul><hr />",https://careers.vmware.com/main/jobs/R2201218?source=techmaestro,PUNE,18-02-2022T21:39:49,Min Experience : 3,Member of Technical Staff,28-01-2022T12:14:12+0000UTC
PayPal,28-01-2022T12:00:24+0000UTC,27-02-2022T12:00:24+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/companies/paypal.svg,"<h4>Job Description</h4><p><span style=\""background-color:rgb(255,255,255);color:rgb(51,51,51)\"">This position includes the design and implementation of enterprise-level infrastructure and applications for consumer services. The candidate will work with peers in development and product management to solve complex software engineering problems and proactively propose solutions to address technical challenges and business requirements. The candidate will be expected to quickly become an effective member and eventually a leader within their individual scrum team after a reasonable amount of ramp-up time. After adequate ramp-up time, the candidate is expected to come up to speed on the complexities of the PayPal environment \u2013 but there is a strong expectation that the candidate will be a self-starter and drive their own education.</span></p><h4>Qualifications</h4><ul><li>The ideal candidate must have experience in enterprise application design, system performance, and scalability.</li><li>2+ years of experience in REST services, distributed systems, and highly available and scalable applications.</li><li>Strong object-oriented programming skills in Java</li><li>Very good knowledge of Core Java and J2EE and should have worked on high availability, low latency platforms.</li><li>Ability to question status quo and identify bad design/code patterns which can impact performance and maintainability of the code.</li><li>Excellent understanding of system design and design patterns.\u2028</li><li>Previous experience with the Agile methodology.</li><li>Experience in developing robust RESTful services is desirable.</li><li>Have very good communication skills</li><li>Have strong experience in the Spring framework.</li><li>Good experience in SQL/Oracle</li><li>BS degree in computer science or related fields. MS degree desired.<br />\u00a0</li></ul><hr />",https://jobsearch.paypal-corp.com/en-US/job/software-engineer/J3M1WX5YS90DHK5JS11?source=techmaestro,BENGALURU,18-02-2022T21:39:50,Min Experience : 2,Software Engineer,28-01-2022T12:00:24+0000UTC
Arcesium,28-01-2022T11:58:05+0000UTC,27-02-2022T11:58:05+0000UTC,https://d2yjqys1j7uhg1.cloudfront.net/images/icons/arcesium-square.jpg,"<h4><span style=\""color:rgb(51,51,51)\""><strong>What you'll do</strong></span></h4><ul><li>You will be expected to lead the design, development, integration, and testing for our products</li><li>Building next-generation software that will be used by some of the most sophisticated alternative asset managers</li><li>Own and develop product features from concept to implementation</li><li>Develop products that are highly scalable to deal with huge data volumes, highly available, and extensible to onboard new clients</li><li>Work closely with product managers, UX designers, and end-users and integrate software components into a fully functional system<span style=\""color:rgb(51,51,51)\"">\u00a0</span></li></ul><h4><span style=\""color:rgb(51,51,51)\""><strong>What you'll need</strong></span></h4><ul><li>A Bachelor\u2019s Degree in Computer Science</li><li>3 -\u00a05 years of Software Development experience with proficiency in Java or equivalent object-oriented languages, coupled with design and SOA</li><li>Experience in at least one shell scripting language, SQL, SQL Server, PostgreSQL, and data modeling skills</li><li>Working proficiency and communication skills in verbal and written English</li><li>Attention to details and quality and having the ability to work well in teams</li><li>Experience in working with applications hosted on AWS</li><li>Experience in JEE applications and frameworks like struts, spring, mybatis, maven, Gradle</li><li>Ability to write test cases and scenarios based on the specifications.</li></ul><p><span style=\""color:rgb(51,51,51)\"">The candidate should have strong problem-solving and analytical skills as well as a demonstrated passion for technology. Excellent reasoning ability and good interpersonal and communication skills are essential for this role as it involves interaction with business users.</span><br />\u00a0</p><hr />",https://docs.google.com/forms/d/e/1FAIpQLSf4QNIIoazf4vR-iwlDA7jd9LGHEvr8m43ASNeTZGocwDl-Og/viewform,HYDERABAD,18-02-2022T21:39:51,"Min Experience : 3,Max Experience : 5",Senior Software Engineer [Referral],28-01-2022T11:58:05+0000UTC
